x,y,x_initial,x_value
125012.5,462387.5,-0.3390045449446285,-0.2702854500333546
131562.5,461812.5,-0.22287529774178894,-0.155964553643985
128537.5,461787.5,0.30179986337029585,0.3990984169589876
131562.5,461787.5,-0.2788266330738486,-0.23709036554151547
131612.5,461737.5,0.37029035421262146,0.387718060932144
131637.5,461712.5,0.25729526912102973,0.27251563126574546
131237.5,461662.5,-0.49921336501967983,-0.4930659973442804
131262.5,461662.5,-0.42459372082865665,-0.42016880231769277
131287.5,461662.5,-0.0618122043048861,-0.014463589122528847
131312.5,461662.5,-0.4351416764389837,-0.4064829361945993
129337.5,461587.5,0.026813451587781034,0.06251144509123491
131237.5,461587.5,-0.1550117270077398,-0.09275359586879865
131187.5,461512.5,-0.3504055653368976,-0.2512373375031555
131212.5,461512.5,0.0012530460133772792,0.017175356713089052
131187.5,461312.5,-0.16238669414920226,-0.14691076583346538
131212.5,461312.5,0.2061733264920742,0.2602796325084746
140437.5,461287.5,0.4852769147764201,0.5364053695265045
130462.5,460912.5,0.46279731450610373,0.562045384725054
130537.5,460812.5,0.3673277517043121,0.38561079231531403
130562.5,460812.5,0.35699496280627163,0.43707466216440694
130487.5,460787.5,0.3647092665753985,0.4104854883535136
130512.5,460787.5,-0.18215429462858834,-0.1562643206066422
130562.5,460787.5,-0.3092203217798244,-0.24592109570730208
130587.5,460787.5,-0.024731522280106,0.0068930034907211946
130462.5,460762.5,-0.03273769957656847,-0.012185647999749957
130487.5,460762.5,0.4721384546455748,0.4755315728657716
130512.5,460762.5,0.016778950395494596,0.04615100688653405
130487.5,460737.5,-0.3222020877324012,-0.2572164873013619
129662.5,460562.5,-0.21085044036400002,-0.14471949578811688
138812.5,460137.5,-0.10983534201135947,-0.10668839468541527
141562.5,460137.5,0.36232158884278354,0.44299750905942326
142537.5,460087.5,-0.20524382757579773,-0.1832792100985721
142687.5,460087.5,0.4912282115365051,0.5570002343020661
142837.5,459987.5,-0.45015240524388356,-0.44368312097586515
142837.5,459962.5,0.23438489968487997,0.24459727942093484
134912.5,459812.5,-0.46727456258730304,-0.4181452639310516
141462.5,459712.5,0.24096964622697192,0.2701405624084208
130387.5,459637.5,0.23025889135843902,0.27642879554255867
128387.5,459312.5,0.09076089883523863,0.16721527610377337
135962.5,459212.5,-0.21544677361550102,-0.1958949939706599
135962.5,459187.5,-0.02696831566157587,-0.0248954940859508
141162.5,459137.5,-0.37563785873792765,-0.3206049542737256
133537.5,459112.5,-0.3465825410726454,-0.28271551321637545
141137.5,459112.5,0.09168446343395287,0.18984606423347794
135287.5,459037.5,0.04353815859945942,0.08265738299693196
135312.5,459037.5,-0.29362093955528235,-0.22176932105251018
135362.5,459012.5,0.2231484281535293,0.22913698676061983
137287.5,458687.5,0.32359173307330613,0.377019918053536
137287.5,458662.5,-0.4909233881587828,-0.485392838752372
137237.5,458612.5,-0.4230283692956657,-0.3286175885964136
134137.5,458562.5,-0.08787501051656676,-0.05699195481773883
133737.5,458512.5,-0.2684196255390344,-0.18072135915563187
134262.5,458487.5,-0.4201549030948397,-0.33042178176264075
136087.5,458462.5,0.4027539227510687,0.4910761707819614
134587.5,458437.5,-0.030896666604634082,-0.01783261763708159
136012.5,458437.5,0.10686730799130684,0.11340785464306168
134562.5,458412.5,-0.0549746655816834,-0.04543102019412034
134587.5,458412.5,-0.49187800583469654,-0.45133879551450035
134537.5,458387.5,0.23853283057080432,0.24925228358175547
134587.5,458387.5,-0.02217076899926662,0.0421286672766623
136237.5,458387.5,0.23954492297657315,0.26511751617880036
136087.5,458362.5,0.34082653741922875,0.4033379328072149
136062.5,458337.5,0.0032504925347282,0.057751441809279304
136137.5,458337.5,-0.3693781969821114,-0.28006927944723636
136187.5,458337.5,0.1298816999443394,0.16706211625600886
137012.5,458187.5,-0.22003805846685753,-0.17760237276816526
134187.5,458062.5,0.2665858057063917,0.29598948956146953
134812.5,458062.5,0.05619810886578591,0.05674018933058276
134262.5,458012.5,0.22354493019436483,0.30615850790865906
140962.5,457962.5,0.062108296739528446,0.12908610682146576
140862.5,457937.5,-0.06706383817650086,-0.06005640981156327
140937.5,457937.5,-0.17770664020835614,-0.11820647253981453
127737.5,457912.5,-0.3996330442796262,-0.35917865543271654
140437.5,457912.5,0.2612664675503501,0.32641797602882794
126737.5,457862.5,0.39089710242900644,0.4401849154015696
140862.5,457837.5,0.22802094255559902,0.3006485717058658
132137.5,457762.5,0.03441325444732468,0.09232005670272565
132262.5,457687.5,-0.3688735812667744,-0.30114301728453635
129212.5,457662.5,0.1713875447245563,0.23632353794305522
137712.5,457662.5,0.19955353726688863,0.2174929542509071
137737.5,457637.5,-0.0445455806992443,0.02466908984272441
137762.5,457637.5,-0.14394022609015922,-0.08553689827340655
137787.5,457637.5,0.2879235833676935,0.3394620228611567
129362.5,457612.5,-0.23852104396541418,-0.22312690827653636
135587.5,457612.5,0.3404290331734532,0.34439520906148996
129412.5,457562.5,0.3638150107988004,0.39347807754773473
129412.5,457537.5,0.041148641348865644,0.13390250043962837
132387.5,457537.5,0.36229191910525327,0.4429341816707427
135712.5,457537.5,0.3738601207624531,0.3958970889302437
129337.5,457487.5,-0.2937162890388041,-0.29246596866666813
132512.5,457437.5,0.3646159616975412,0.38008505328550724
134887.5,457412.5,-0.11448065238717453,-0.06348846451994683
129362.5,457387.5,0.1752807051576215,0.2653018858836349
134862.5,457387.5,-0.11187923102201991,-0.029062691772406266
134887.5,457387.5,-0.4700806642524681,-0.38545408242799784
134912.5,457387.5,0.19740998074639238,0.26229074889601395
135087.5,457237.5,-0.39772974886748336,-0.3649953678445447
135112.5,457187.5,0.2599269187260216,0.3469395205568962
135212.5,457162.5,-0.013093356820550905,0.0046275872770565885
135312.5,457137.5,0.4420180665150443,0.45508465833577355
136887.5,457137.5,-0.49226672646901115,-0.4426306265278555
136912.5,457137.5,0.1886940741453842,0.2299727817515082
137812.5,457137.5,0.15310949825360032,0.2455617014603963
135162.5,457112.5,0.475166712733634,0.5295824305477489
136887.5,457112.5,-0.045229988267271426,0.04013797705929627
131537.5,457087.5,-0.20253817769382487,-0.10610769303092889
131562.5,457087.5,-0.0795389407362107,-0.0032098272146021817
131512.5,457062.5,0.004511495227974782,0.08420124992473726
131637.5,457062.5,-0.26720779015449414,-0.23008995567619572
131662.5,457062.5,-0.02247943481004322,0.04480672692164854
131712.5,457062.5,0.1854201010251063,0.2583376981055412
135262.5,457062.5,0.03342167000350571,0.1021993573864972
136362.5,456987.5,-0.23774506077031476,-0.23611133209609866
136362.5,456962.5,-0.182643915235294,-0.12389171401136966
141162.5,456962.5,-0.20830285884980626,-0.1312538289216147
135887.5,456937.5,-0.46165276789891196,-0.4329086751447969
136437.5,456837.5,-0.1542886755445062,-0.11945786709830158
137412.5,456787.5,-0.06742172954168868,0.016206487337943276
137337.5,456762.5,-0.10076069923441033,-0.06280143787848616
137737.5,456762.5,-0.2576097720041999,-0.21363696239982696
137737.5,456712.5,0.2139138494122257,0.29428752709720296
132837.5,456687.5,0.4296934907244231,0.4347331369146379
137837.5,456687.5,0.2370784329927853,0.30189016284924375
132862.5,456637.5,0.2356048468389057,0.31178625275991495
135662.5,456637.5,-0.17470685922609208,-0.09788090705735322
136237.5,456587.5,-0.0011607961699843239,0.06944325449028832
132887.5,456562.5,0.14771127604017265,0.23010085442157263
135737.5,456562.5,0.46438795896573803,0.49725929696087107
136237.5,456562.5,-0.2593547684937323,-0.20229116010599058
132862.5,456537.5,-0.21773752362206344,-0.1506199583277874
135862.5,456487.5,0.4459601922046542,0.5442222425154286
135837.5,456462.5,0.17263344319719853,0.2409316646721485
135887.5,456462.5,-0.17337602738212288,-0.12274856972685604
135937.5,456437.5,-0.17404821867719433,-0.10552398253350469
137362.5,456387.5,0.30768182983836934,0.3279200956745856
137437.5,456387.5,0.06492225885249103,0.092002709585617
136937.5,456362.5,0.27357618487999213,0.3321530893816731
137337.5,456362.5,-0.3523971759281036,-0.26656917015924364
136487.5,456337.5,0.36323659621245097,0.381098223291597
136812.5,456337.5,0.04879790886682012,0.07068570193300193
136662.5,456312.5,0.08369755165806547,0.12856300561196998
136687.5,456312.5,0.17817621443793075,0.25505302514638045
136487.5,456287.5,0.139725646735535,0.20943503707053557
136662.5,456287.5,0.1904610127316264,0.2095175280504974
136662.5,456262.5,-0.238990813971941,-0.2385710551286914
129287.5,456237.5,-0.08485435669571972,-0.06249530229292459
135062.5,456212.5,0.29230771203948613,0.3432046018144768
135087.5,456212.5,-0.18792908925296026,-0.10311658094858123
136637.5,456162.5,-0.14232761712556508,-0.04271046934124234
136737.5,456162.5,-0.31842294398132065,-0.2796065096643879
129362.5,456137.5,0.346168846383753,0.3945719664852994
129387.5,456137.5,0.35606354264255446,0.42716782095503425
136237.5,456137.5,0.4772644817010938,0.49156862781497884
136462.5,456137.5,-0.012952053461694368,0.008932968191123894
129362.5,456112.5,-0.34591444499189783,-0.2602484084256407
125837.5,456087.5,0.013496069435114832,0.0453517564471795
135487.5,456087.5,-0.48972276611168086,-0.4755833866979707
136662.5,456087.5,-0.27757230410931255,-0.2327406597244015
135537.5,456037.5,0.34416269444576175,0.3788830451129973
135562.5,456037.5,0.14473504323688013,0.1906353441453438
136462.5,456037.5,-0.4694719613363778,-0.3992762403198558
125962.5,456012.5,-0.11755401188275127,-0.07876244650244939
136237.5,456012.5,-0.023630793472595224,0.03706416583698141
136512.5,456012.5,-0.4704134673758118,-0.37317117808136735
136612.5,456012.5,-0.3795034975912427,-0.3769697537512447
137387.5,456012.5,0.3663938984491809,0.40002830077310886
135537.5,455987.5,-0.3497620003948472,-0.29690368587506066
136312.5,455987.5,-0.18864635985688338,-0.1718074737483018
136737.5,455987.5,0.2388018222180317,0.2944530759837501
134712.5,455962.5,0.20377209013304964,0.2659769273068391
135487.5,455962.5,0.20174237334054546,0.23271870774033224
135512.5,455962.5,-0.1982204325045981,-0.09987093225493558
135537.5,455962.5,0.09490814031635042,0.10530549296925029
135562.5,455962.5,0.15023676256306462,0.165164315041835
136312.5,455962.5,-0.03428360975850553,-0.01598074082038716
137462.5,455962.5,-0.34168146741432315,-0.2967985365235515
137512.5,455962.5,-0.3239315251351801,-0.32362912526718196
125937.5,455937.5,0.1588385868548673,0.1672739164408407
134737.5,455937.5,0.4782791060787619,0.5121230715122692
134762.5,455937.5,-0.13601652845533152,-0.12063832930052835
135312.5,455937.5,-0.46131995536510917,-0.4030811335147218
135337.5,455937.5,0.12724983974994153,0.15207922177467809
135487.5,455937.5,-0.33713783046439816,-0.3205885579456093
135537.5,455937.5,0.4029126519390246,0.49987166321116533
136287.5,455937.5,-0.05008387599864805,0.02156259538419686
136362.5,455937.5,-0.3052045689226208,-0.28351446995610635
137487.5,455937.5,-0.4227240579462298,-0.4152214281901397
136462.5,455912.5,0.15608886712296965,0.24155421043721892
136712.5,455912.5,0.4783003734153002,0.5454881931914646
136887.5,455912.5,-0.11227088230457827,-0.028182393286098978
125587.5,455887.5,0.38749538935624783,0.4579903069434963
136037.5,455887.5,0.38779155852399383,0.4158408158017232
136387.5,455887.5,-0.3331147020958244,-0.3063942994811462
136412.5,455887.5,0.3270797551507747,0.4191974458096316
136612.5,455887.5,-0.4855420579703805,-0.47004535431401284
125962.5,455862.5,0.11214800838553762,0.19368781263607315
134662.5,455862.5,-0.09143588240950695,-0.05967477193365539
135587.5,455862.5,0.1423040371296974,0.1873372503971797
136087.5,455862.5,-0.3302237152591171,-0.2963064408451312
125987.5,455837.5,0.4228955760307863,0.43143954586795746
135987.5,455837.5,-0.21882409223556953,-0.1370952072496967
135962.5,455812.5,-0.1692322473286746,-0.10808539578013285
136037.5,455812.5,0.30365310169174076,0.39515608464402474
136162.5,455812.5,-0.1548519490021384,-0.13686189677540433
136312.5,455812.5,-0.40610071776497725,-0.31697445585376893
136512.5,455812.5,0.2104454035415071,0.2849445210310629
136637.5,455812.5,0.30336813327179746,0.3384097777449648
136712.5,455812.5,-0.10548746438478374,-0.009401423297701744
136187.5,455787.5,0.32999708859937227,0.3625644166127508
136587.5,455787.5,0.04696862326354012,0.09903025572991125
136662.5,455787.5,0.2175742784690361,0.23566914767092845
136687.5,455787.5,-0.22904150759343433,-0.20679022980670886
137712.5,455787.5,-0.42856084681225526,-0.3589761252761489
136037.5,455762.5,-0.15947676128178867,-0.09068375238730784
136187.5,455762.5,0.47911457582876193,0.5199554021236132
135962.5,455737.5,0.27185862191347654,0.36876588672604915
135987.5,455737.5,-0.48701339501356755,-0.4082050207916014
137712.5,455737.5,0.17669010614987835,0.18509605286029146
137737.5,455737.5,0.1837703515539686,0.22995461209968085
135812.5,455712.5,0.17003690289099538,0.2497226436748776
136062.5,455712.5,-0.20959575634352445,-0.13119962898790413
137737.5,455712.5,-0.1939445755544149,-0.09453910506846769
135012.5,455687.5,0.16812456710821366,0.23801678273256865
135912.5,455687.5,0.032094239204745856,0.07155668392266146
136237.5,455687.5,0.3518687048177527,0.3979487609438812
136787.5,455687.5,-0.27904788820033766,-0.24972003243212648
137762.5,455687.5,-0.4729893226355455,-0.3777273538022016
135937.5,455662.5,-0.4658908145508527,-0.42747222623684794
136037.5,455662.5,-0.23711079749964414,-0.22210183563040817
136062.5,455662.5,0.053088594828315294,0.11397251987681434
136737.5,455662.5,0.08736093742764517,0.17986231233776132
137812.5,455662.5,0.30861975105795625,0.3646454287999573
142937.5,455637.5,-0.368258957909953,-0.3648445706042254
136012.5,455612.5,0.18964333585507864,0.1981370923800848
132187.5,455537.5,-0.24051540559863527,-0.20143723953159293
132212.5,455537.5,-0.338040506355091,-0.2629519370946563
132237.5,455537.5,-0.2542476115978908,-0.1738789909505783
134287.5,455487.5,0.428045876616842,0.5027637230146452
134312.5,455487.5,-0.10295683975737069,-0.09703968016127165
134337.5,455412.5,-0.27963202879826166,-0.2772635852140311
137112.5,455412.5,0.2231794799069846,0.3121715930764608
131512.5,455387.5,-0.42397903978727736,-0.38168871761601436
138237.5,455212.5,-0.49054284045274454,-0.4066469952136786
129362.5,455187.5,-0.25099170389729053,-0.1612218531822201
140237.5,455137.5,0.4466588970629556,0.467522318910936
135937.5,455112.5,-0.030400193634727346,0.029761981833937134
136912.5,455087.5,-0.17757519194193638,-0.14930176269738138
136912.5,455062.5,0.15691016252567103,0.23095276067350023
136912.5,455012.5,0.05246349553211627,0.10316087199822666
136937.5,455012.5,0.19959881819644143,0.20775839632728793
136912.5,454962.5,-0.3856825534553008,-0.3609226187588821
138112.5,454962.5,0.44486633991355007,0.48321941898549386
136912.5,454937.5,-0.13364225574523325,-0.06305775531802316
136937.5,454937.5,0.46312117236148587,0.4963298538518722
137662.5,454937.5,0.38649575629717914,0.45220712046128264
137712.5,454937.5,0.1109166347315842,0.1245555952067338
136937.5,454912.5,0.02303909982696395,0.037554512571505605
137662.5,454912.5,-0.3954106906687579,-0.30398420886342215
136162.5,454762.5,0.43314317004695935,0.47401226202539015
131037.5,454637.5,0.0821858442436948,0.1640003029128702
131087.5,454637.5,0.003628232414452426,0.05760941180706106
131037.5,454612.5,-0.0673160847625579,-0.03157394500593232
136837.5,454562.5,0.10664515641586614,0.12352023158534656
138337.5,454537.5,-0.14692109426677447,-0.08511808948817995
138362.5,454537.5,0.253234661480356,0.3287740672341911
136387.5,454462.5,0.18355200005472672,0.21689311739600703
134437.5,454437.5,-0.04879633876275569,0.000429088529430903
136312.5,454387.5,0.38863897340799813,0.4732384723101062
136312.5,454362.5,-0.0776717403492807,-0.01629868607360293
136287.5,454337.5,-0.30609874403654524,-0.29525118441772696
136312.5,454337.5,0.4768609541332681,0.5300469051640083
136787.5,454287.5,-0.37113404756323465,-0.35280636499790063
136262.5,454262.5,-0.17592700680880347,-0.09627718486064074
136287.5,454137.5,0.024120525255414305,0.06184640401087691
136837.5,454137.5,0.425596937170604,0.429902056450059
134862.5,454112.5,0.3278361914073752,0.3385583321343773
134887.5,454112.5,-0.07241338563168931,-0.0488326421401034
134962.5,454087.5,0.034886464914171356,0.12235194732327231
135012.5,454062.5,-0.10461335550298645,-0.019326310774653382
135037.5,454062.5,-0.49349252155539036,-0.44530990499703876
134887.5,454037.5,-0.20479763034910747,-0.12514102572600447
134937.5,454037.5,-0.026313530872418278,0.061531335207289733
134987.5,454037.5,-0.22028358968006234,-0.16484590799167098
134937.5,454012.5,0.4958095597275505,0.509871047430451
136612.5,453962.5,0.03771440841885254,0.1270656210683339
136912.5,453862.5,0.316956548128453,0.37755367959998953
136987.5,453862.5,-0.32598392176962043,-0.24589107653686676
136937.5,453837.5,-0.4626193875096455,-0.4160958973919986
136962.5,453837.5,0.22486507604324413,0.27615353462827674
136937.5,453812.5,-0.14033876126086664,-0.1252892154173727
137037.5,453812.5,-0.25899055005847094,-0.21010843483702854
136987.5,453787.5,-0.06080113930257747,0.018647629341867672
137012.5,453787.5,-0.13892609399186495,-0.06268214873116082
137012.5,453762.5,0.21658660128657958,0.24620839805500563
136237.5,453737.5,0.26005289519818076,0.35625966303964113
135012.5,453637.5,-0.08863050316196275,-0.030858439031596394
136712.5,453412.5,-0.42208705466850804,-0.3471991080979438
142962.5,453412.5,0.20655382744565232,0.2189542377700977
142262.5,453337.5,0.008209328126416615,0.009903428843093786
142187.5,453312.5,-0.3702069572597445,-0.2906172628979755
142212.5,453312.5,-0.015717243016174942,0.07433391203109946
142262.5,453312.5,-0.2611789676925885,-0.23389644780427546
142137.5,453287.5,0.0011660073583902308,0.10090803208134308
142287.5,453287.5,0.37923760978232324,0.42727803945973697
142312.5,453287.5,0.1112157600412681,0.11402983708588439
142137.5,453237.5,-0.060263693699243226,0.022188428323957315
135237.5,453212.5,0.24302412467066326,0.33399753563667545
135187.5,453187.5,0.14380850990030947,0.206097962473087
135212.5,453187.5,-0.20775876210991862,-0.14053433294024117
135937.5,453187.5,-0.09033117986085815,0.004752842082045072
136687.5,453187.5,0.3471581861416757,0.3906999568186009
135162.5,453162.5,0.15459970303193094,0.1727648863206505
136737.5,453162.5,-0.2632176447222375,-0.18278387802268062
136762.5,453162.5,-0.39032102070683583,-0.387790806686931
137887.5,453037.5,0.26490345743607524,0.35211487132115526
137837.5,452987.5,-0.04112980096664587,0.04026139742630355
137862.5,452987.5,0.14173005807100914,0.18691288046799276
137912.5,452987.5,0.33738211674908447,0.4371158115363921
137762.5,452962.5,0.17385000694683272,0.19631704045303566
137787.5,452962.5,0.2709556977260611,0.3182648888011086
137887.5,452962.5,0.15685749297862506,0.18308301234890723
142612.5,452912.5,-0.48151349885461203,-0.4789400931607563
140312.5,452837.5,0.20623214257107936,0.2151092107217234
138287.5,452737.5,0.30149856529198793,0.34357240332036465
134087.5,451737.5,0.1102793351710385,0.13391804565394372
134062.5,451712.5,-0.2027051289274996,-0.15472589491184568
134087.5,451712.5,-0.18320873441632135,-0.1418965339572627
125112.5,451087.5,0.05063262844805427,0.11533545925799274
133662.5,450437.5,-0.22549452894273192,-0.1843054257988015
133687.5,450412.5,-0.42372991688973294,-0.3580424022182062
133737.5,450362.5,-0.36855805691892196,-0.28239747008902466
134512.5,450012.5,0.37916522614479076,0.4274998363847029
140037.5,449837.5,-0.19683809984663025,-0.12194483843562652
133362.5,449812.5,-0.44106021597135825,-0.4097555299479521
140012.5,449812.5,-0.2030268625758882,-0.15120154147284395
140062.5,449787.5,0.2683814277765112,0.36378187002823653
139987.5,449687.5,-0.4951498522872585,-0.45169092296376534
139987.5,449662.5,0.46701902946545804,0.526155070879607
140012.5,449662.5,-0.35852234968507024,-0.3444040539858094
138762.5,449637.5,0.04812209169349668,0.10983810740555663
140012.5,449637.5,0.0405258539821477,0.13059286977714524
140037.5,449637.5,-0.07087896131168125,-0.007045717730783871
139987.5,449587.5,-0.13777647775769963,-0.07536502092202854
139987.5,449562.5,-0.23030915533718643,-0.22985316192259667
140012.5,449537.5,-0.12969417740566425,-0.07996320245287335
140112.5,449537.5,0.19859806174738404,0.22598527182771758
134062.5,449512.5,-0.448508760713186,-0.422982039046991
134087.5,449512.5,0.4261201878352242,0.4711095909695625
134112.5,449512.5,-0.20899599670591518,-0.20496285790190424
140812.5,449337.5,0.005729489778272812,0.015272072750348954
140812.5,449312.5,0.4203549709347443,0.45657060993757986
133912.5,448987.5,0.004994815009241815,0.07993298939409066
133962.5,448962.5,-0.21298484330115985,-0.15217622696371622
134062.5,448937.5,0.3941140261378442,0.46271131118338205
134087.5,448937.5,-0.3264623281119329,-0.2695150354326981
134037.5,448912.5,-0.05608854900353488,0.041198890606589836
134262.5,448912.5,0.3844786510897936,0.46736460005891833
134012.5,448887.5,-0.447913785194861,-0.44131930053300306
131612.5,448837.5,-0.31292500936875056,-0.23041011203076217
131662.5,448837.5,-0.07415419663584766,-0.04884774775349278
131687.5,448837.5,0.4502053098693891,0.45227510178504227
131662.5,448812.5,-0.07272738450192662,-0.04696203944430302
139512.5,448787.5,0.49831872032827784,0.5523983623026166
139512.5,448762.5,0.29708551128328997,0.37638301475509095
139512.5,448737.5,-0.3821822210578013,-0.3014486998407867
139587.5,448737.5,0.29086669581572666,0.2944462167956925
139537.5,448712.5,-0.18109015409978846,-0.14812660832010682
132137.5,448612.5,-0.144152355901624,-0.08216348009914545
130362.5,448312.5,0.4959535866005458,0.5868698867695884
133512.5,448162.5,-0.06507540110538923,-0.03918918983653412
131187.5,448137.5,0.42949397566622316,0.4975156455824524
131187.5,448112.5,0.40832055964225045,0.47861179093816564
131212.5,448112.5,-0.2665251589752722,-0.18458290721093673
131987.5,448112.5,0.28699542509555087,0.3111000965800314
131387.5,447937.5,-0.4238397832669215,-0.333030884762619
134737.5,447837.5,-0.26791763884425845,-0.24228606721161794
134762.5,447762.5,0.03941400515256477,0.06289188251673193
140637.5,447712.5,0.33968240289314655,0.385654830419575
131162.5,447687.5,0.3794927421976404,0.4527790703725741
131162.5,447662.5,-0.40498617712856577,-0.3904952843353623
140662.5,447662.5,0.28072811745900084,0.30062163608332876
132412.5,447562.5,-0.39913892615696234,-0.341465208298061
132437.5,447537.5,0.2136663946568862,0.2748553878729944
136737.5,447487.5,0.1344140194160679,0.21455135085883098
